,#AUTHID,STATUS,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY
9170,715c9eb832dc833a0b6409ddccd268b1,if one can stick to the training throughout the many long years then will power is no longer problem its raining that doesnt matter am tired thats besides the point its simply that just have to,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/23/09 10:31 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9171,715c9eb832dc833a0b6409ddccd268b1,it seems rather incongruous that in society of supersophisticated communication we often suffer from shortage of listeners,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/28/09 01:02 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9172,715c9eb832dc833a0b6409ddccd268b1,if the path less traveled were the easy path then all would take it thus making greatness simply average,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/28/09 03:31 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9173,715c9eb832dc833a0b6409ddccd268b1,people demand freedom of speech to make up for the freedom of thought which they avoid,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/01/09 10:39 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9174,715c9eb832dc833a0b6409ddccd268b1,no matter where you go there you are,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/12/09 12:25 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9175,715c9eb832dc833a0b6409ddccd268b1,there is no point at which you can say well im successful now might as well take nap,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/29/09 10:29 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9176,715c9eb832dc833a0b6409ddccd268b1,just got back from rugby and the weight room going to eathit me up later,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/16/09 10:48 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9177,715c9eb832dc833a0b6409ddccd268b1,if youre in fair fight you didnt plan it properly,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/21/09 03:45 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9178,715c9eb832dc833a0b6409ddccd268b1,your problem is that you think you have time,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,11/03/09 07:36 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9179,715c9eb832dc833a0b6409ddccd268b1,light thinks it travels faster than anything but it is wrong no matter how fast light travels it finds the darkness has always got there first and is waiting for it,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/14/09 04:05 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9180,715c9eb832dc833a0b6409ddccd268b1,its amazing that the amount of news that happens in the world every day always just exactly fits the newspaper,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/07/09 08:51 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9181,715c9eb832dc833a0b6409ddccd268b1,perseverance is more than endurance it is endurance combined with absolute assurance and certainty that what we are looking for is going to happen,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/29/09 02:13 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9182,715c9eb832dc833a0b6409ddccd268b1,before you criticize someone you should walk mile in their shoes that way when you criticize them you are mile away from them and you have their shoes,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/08/09 04:40 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9183,715c9eb832dc833a0b6409ddccd268b1,it is the characteristic excellence of the strong man that he can bring momentous issues to the fore and make decision about them the weak are always forced to decide between alternatives they have not chosen themselves,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/12/09 03:01 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9184,715c9eb832dc833a0b6409ddccd268b1,can picture in my mind world without war world without hate and can picture us attacking that world because theyd never expect it,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/09/09 03:18 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9185,715c9eb832dc833a0b6409ddccd268b1,motivation is fire from within if someone else tries to light that fire under you chances are it will burn very briefly,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/01/09 02:22 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9186,715c9eb832dc833a0b6409ddccd268b1,surprise me,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,11/12/09 05:29 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9187,715c9eb832dc833a0b6409ddccd268b1,success is not the result of spontaneous combustion you must set yourself on fire,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/16/09 01:57 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9188,715c9eb832dc833a0b6409ddccd268b1,if cluttered desk is the sign of cluttered mind what is the significance of clean desk,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/17/09 02:05 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9189,715c9eb832dc833a0b6409ddccd268b1,believing requires action,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/22/09 04:23 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9190,715c9eb832dc833a0b6409ddccd268b1,between two evils always pick the one ive never tried before,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,11/19/09 05:07 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9191,715c9eb832dc833a0b6409ddccd268b1,those who are more adapted to the active life can prepare themselves for contemplation in the practice of the active life while those who are more adapted to the contemplative life can take upon themselves the works of the active life so as to become yet more apt for contemplation,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,10/14/09 02:47 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9192,715c9eb832dc833a0b6409ddccd268b1,where am,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,11/21/09 05:50 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9193,715c9eb832dc833a0b6409ddccd268b1,thinking is more interesting than knowing but less interesting than looking,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,11/30/09 04:26 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9194,715c9eb832dc833a0b6409ddccd268b1,man imposes his own limitations dont set any,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,12/03/09 05:50 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9195,715c9eb832dc833a0b6409ddccd268b1,we run not because we think it is doing us good but because we enjoy it and cannot help ourselvesthe more restricted our society and work become the more necessary it will be to find some outlet for this craving for freedom no one can say you must not run faster than this or hump higher than that the human spirit is indomitable,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,12/08/09 05:18 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9196,715c9eb832dc833a0b6409ddccd268b1,what must do is all that concerns me this rule equally arduous in actual and intellectual life may serve for the whole distinction between greatness and meanness it is harder because you will always find those who think they know what is your duty better than you know it,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,12/07/09 02:51 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9197,715c9eb832dc833a0b6409ddccd268b1,restlessness is dicontent and discontent is the first neccesity of progress,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,11/10/09 05:06 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9198,715c9eb832dc833a0b6409ddccd268b1,cannot have survival as my only goal that would be too boring,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,11/17/09 02:48 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9199,715c9eb832dc833a0b6409ddccd268b1,,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,12/12/09 08:34 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9200,715c9eb832dc833a0b6409ddccd268b1,the slower we move the faster we die,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,12/16/09 06:36 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9201,715c9eb832dc833a0b6409ddccd268b1,one reason we resist making deliberate choices is that choice equals change and most of us feeling the world is unpredictable enough try to minimise the trauma of change in our personal lives,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,11/13/09 01:26 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9202,715c9eb832dc833a0b6409ddccd268b1,there are four ways and only four ways in which we have contact with the world we are evaluated and classified by these four contacts what we do how we look what we say and how we say it,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,12/23/09 12:57 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9203,715c9eb832dc833a0b6409ddccd268b1,success is often achieved by those who dont know that failure is inevitable,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,12/10/09 03:53 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9204,715c9eb832dc833a0b6409ddccd268b1,workouts are like brushing my teeth dont think about them just do them the decision has already been made,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,12/08/09 05:43 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9205,715c9eb832dc833a0b6409ddccd268b1,leadership is no more confined to process than writing is to format,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/07/10 03:03 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9206,715c9eb832dc833a0b6409ddccd268b1,staying up late reading an analysis of caesars civil war man who lived by the quote audacity more audacity always audacity his amazing success in life war and politics is yet another hwever old testament that fortune trully does favor the audacious saying that seems to hold more truth with every experience have,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/06/10 07:42 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9207,715c9eb832dc833a0b6409ddccd268b1,everyone is trying to accomplish something big not realizing that life is made up of little things,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/09/10 11:22 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9208,715c9eb832dc833a0b6409ddccd268b1,not gonna sleep good tonight,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/12/10 06:36 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9209,715c9eb832dc833a0b6409ddccd268b1,no bees no honey no work no money,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/10/09 01:13 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9210,715c9eb832dc833a0b6409ddccd268b1,that was fun,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/02/09 04:00 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9211,715c9eb832dc833a0b6409ddccd268b1,hate the expression what makes him tick it is the american mind looking for simple and singular solution that uses the foolish expression person not only ticks he also chimes and strikes the hour falls and breaks and has to be put together again and sometimes stops like an electric clock in thunderstorm,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/07/10 09:49 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9212,715c9eb832dc833a0b6409ddccd268b1,going to work outthen mapping and setting up stx lanes for tonight hit me up if you want in,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/11/09 08:12 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9213,715c9eb832dc833a0b6409ddccd268b1,fight one more round when your arms are so tired that you can hardly lift your hands to come on guard fight one more round when your nose is bleeding and your eyes are black and you are so tired that you wish your opponent would crack you one on the jaw and put you to sleep fight one more round remembering that the man who always fights one more round is never beaten,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/19/10 01:08 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9214,715c9eb832dc833a0b6409ddccd268b1,earlier tonight found picture of waldo in jail didnt think much of it until realized he was probably wanted fugitive and thats why he is always hiding,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/20/10 04:04 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9215,715c9eb832dc833a0b6409ddccd268b1,what is opportunity to the man who cant use it,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/12/10 03:04 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9216,715c9eb832dc833a0b6409ddccd268b1,dont you find it funny that after mondaym and tuesdayt the rest of the week says wtf,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/21/10 01:15 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9217,715c9eb832dc833a0b6409ddccd268b1,the truth is that our finest moments are most likely to occur when we are feeling deeply uncomfortable unhappy or unfulfilled for it is only in such moments propelled by our discomfort that we are likely to step out of our ruts and start searching for different ways or truer answers,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/21/10 05:48 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9218,715c9eb832dc833a0b6409ddccd268b1,read every day something no one else is reading think everyday something no one else is thinking do every day something no one else would be crazy enough to do,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/22/10 06:19 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9219,715c9eb832dc833a0b6409ddccd268b1,someday,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/23/10 06:09 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9220,715c9eb832dc833a0b6409ddccd268b1,there is no better time than now the time to live is now the time to dream is now the time to imagine and forget the past is now the time to shine is now the time to bleed sweat and determine yourself for the things you want most is now,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/25/10 05:48 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9221,715c9eb832dc833a0b6409ddccd268b1,all things are subject to interpretation whichever interpretation prevails at given time is function of power and not truth,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/26/10 04:10 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9222,715c9eb832dc833a0b6409ddccd268b1,all change is not growth as all movement is not forward,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/08/10 03:26 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9223,715c9eb832dc833a0b6409ddccd268b1,stx on friday hit me up if you want inthe greatest potential for control tends to exist at the point where action takes place,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/11/09 04:04 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9224,715c9eb832dc833a0b6409ddccd268b1,dream greatachieve greatness,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/29/10 05:08 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9225,715c9eb832dc833a0b6409ddccd268b1,our business in life is not to get ahead of others but to get ahead of ourselves to break our own records to outstrip our yesterday by our today,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,09/27/09 11:15 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9226,715c9eb832dc833a0b6409ddccd268b1,when you aim for perfection you discover its moving target,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,02/01/10 12:03 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9227,715c9eb832dc833a0b6409ddccd268b1,go to urbandictionarycom type in your first name copy and paste this as your status and put the first entry under your name as comment,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,02/03/10 04:28 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9228,715c9eb832dc833a0b6409ddccd268b1,my alarm clock had fight it wanted me to get up refused things escalated now im awake broken not sure who won the fight,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/25/10 12:58 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9229,715c9eb832dc833a0b6409ddccd268b1,try to learn something about everything and everything about something,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,02/04/10 03:20 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9230,715c9eb832dc833a0b6409ddccd268b1,thinksee act,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,02/09/10 04:20 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9231,715c9eb832dc833a0b6409ddccd268b1,failure establishes only this that our determination to succeed was not strong enough,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,01/19/10 03:29 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9232,715c9eb832dc833a0b6409ddccd268b1,dont always think in straight line,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,02/06/10 07:32 PM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9233,715c9eb832dc833a0b6409ddccd268b1,we do not rise to the level of our expectations we fall to the level of our training,3.45,1.5,2.4,4.55,4.7,0,0,0,1,1,02/01/10 04:40 AM,831.0,338383.0,98.36,0.01,341154.0,0.5,0.07
9234,d67916bbf6453cfebbd8689f7556e526,plis entren al grupo del eski,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,08/21/09 02:20 AM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9235,d67916bbf6453cfebbd8689f7556e526,won the midna game twice and she doesnt die she only gets like in shoc but she ends up alive anyway im so happy to talk to how is everything going on there how are neftali stephany lewis andre and everybody else,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,08/27/09 08:25 PM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9236,d67916bbf6453cfebbd8689f7556e526,wiiiii ahora soy hermano de la propname xdxd,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,12/01/09 12:56 AM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9237,d67916bbf6453cfebbd8689f7556e526,feliz navidad xdxd,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,12/24/09 03:31 AM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9238,d67916bbf6453cfebbd8689f7556e526,hoidia celebro mi pertenencia mas de grupos,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,12/03/09 03:53 PM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9239,d67916bbf6453cfebbd8689f7556e526,por fin vacaciones no poo ser ma feliz xdxd despues viene media,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,12/05/09 12:45 AM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9240,d67916bbf6453cfebbd8689f7556e526,en vuelvo el chaoo,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,01/11/10 12:26 PM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9241,d67916bbf6453cfebbd8689f7556e526,me voi algarrobo semanas asi chaoo pasenlo super bien sus vacaciones xd,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,01/17/10 02:57 PM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9242,d67916bbf6453cfebbd8689f7556e526,lo pased dm bkn las vacaciones yo pronto desaparesco fb,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,12/31/09 06:47 AM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9243,d67916bbf6453cfebbd8689f7556e526,no pueo creer todos se metan tanto facebook yo pense yo era un viciao execivo haha xdxd,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,09/12/09 12:41 AM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9244,d67916bbf6453cfebbd8689f7556e526,lo pased dm bkn las vacaciones acuerdate coni del desafio xd,3.4,2.45,3.95,3.85,4.45,0,0,1,1,1,12/31/09 07:43 AM,278.0,27967.7,73.16,0.04,36786.0,0.48,0.21
9245,baa58f6b30d937855af7bd7c22f0756b,is the chelsea fair this week where has the summer gone,3.4,2.85,4.45,3.21,3.95,0,1,1,0,1,08/25/09 01:35 AM,374.0,64849.8,93.47,0.03,67740.0,0.49,0.19
9246,baa58f6b30d937855af7bd7c22f0756b,supernatural was kick ass yesterday night,3.4,2.85,4.45,3.21,3.95,0,1,1,0,1,09/11/09 05:38 PM,374.0,64849.8,93.47,0.03,67740.0,0.49,0.19
9247,baa58f6b30d937855af7bd7c22f0756b,grrrrrr why am ridiculously awkwardmomentinducingly shy sometimes,3.4,2.85,4.45,3.21,3.95,0,1,1,0,1,08/11/09 03:06 AM,374.0,64849.8,93.47,0.03,67740.0,0.49,0.19
9248,baa58f6b30d937855af7bd7c22f0756b,pink,3.4,2.85,4.45,3.21,3.95,0,1,1,0,1,01/08/10 12:59 AM,374.0,64849.8,93.47,0.03,67740.0,0.49,0.19
9249,beeb68b947eaec4a55a9d8d20a7c5b52,im in whitehorse for weeks,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,07/02/09 06:01 PM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9250,beeb68b947eaec4a55a9d8d20a7c5b52,im back home and have new baby brother,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,08/15/09 06:45 PM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9251,beeb68b947eaec4a55a9d8d20a7c5b52,miss camp,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,08/28/09 01:16 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9252,beeb68b947eaec4a55a9d8d20a7c5b52,motley crue january,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,11/20/09 11:38 PM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9253,beeb68b947eaec4a55a9d8d20a7c5b52,is at propnames propname to be exact,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,12/12/09 12:04 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9254,beeb68b947eaec4a55a9d8d20a7c5b52,avatar was horrible movie,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,12/27/09 07:00 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9255,beeb68b947eaec4a55a9d8d20a7c5b52,dont get people are afraid of the unknown becaues the unknown is usually way more fun than the known,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,12/12/09 08:44 PM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9256,beeb68b947eaec4a55a9d8d20a7c5b52,merry christmas happy hanica happy kwanza and whatever other celebrations there are today,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,12/25/09 09:41 PM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9257,beeb68b947eaec4a55a9d8d20a7c5b52,happy christmass eve,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,12/24/09 08:42 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9258,beeb68b947eaec4a55a9d8d20a7c5b52,its christmas break,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,12/19/09 06:51 PM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9259,beeb68b947eaec4a55a9d8d20a7c5b52,only more years till the world ends im stoked,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,01/02/09 12:43 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9260,beeb68b947eaec4a55a9d8d20a7c5b52,its alot of peoples birthday today so happy birthday,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,12/31/09 01:23 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9261,beeb68b947eaec4a55a9d8d20a7c5b52,highest in my corps,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,01/18/10 02:16 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9262,beeb68b947eaec4a55a9d8d20a7c5b52,just saw pink floyd tribute band,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,01/20/10 06:21 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9263,beeb68b947eaec4a55a9d8d20a7c5b52,stoked for motley crue on saturday,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,01/21/10 03:34 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9264,beeb68b947eaec4a55a9d8d20a7c5b52,crue rocked,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,01/24/10 09:34 PM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9265,beeb68b947eaec4a55a9d8d20a7c5b52,ahhhhhhhhhhh cant think of what write the next scene of my play im freakin out,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,01/20/10 01:33 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9266,beeb68b947eaec4a55a9d8d20a7c5b52,nsce phase tomorrow,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,01/16/10 08:58 PM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9267,beeb68b947eaec4a55a9d8d20a7c5b52,place,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,02/06/10 09:07 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9268,beeb68b947eaec4a55a9d8d20a7c5b52,improv south island cup vic high ftw,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,02/06/10 12:40 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9269,beeb68b947eaec4a55a9d8d20a7c5b52,motley crue stoked saturday,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,01/18/10 04:57 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9270,beeb68b947eaec4a55a9d8d20a7c5b52,eating chilly yum,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,01/26/10 03:27 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9271,beeb68b947eaec4a55a9d8d20a7c5b52,everyone in victoria go to the improv south island cup finals tonight at at vic high to watch some awesome improv and hopefully see vic high win tickets are for students and for everyone else outside the auditorium in the foyier,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,02/07/10 07:22 PM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9272,beeb68b947eaec4a55a9d8d20a7c5b52,youll have to excuse me im not at my best ive been gone for month ive been drunk since left and these so called vacations will soon be my death im so sick from the drink need home for rest,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,02/09/10 06:18 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9273,beeb68b947eaec4a55a9d8d20a7c5b52,too much popcorn blaaaaaaaa,4.05,1.35,3.85,3.5,4.8,1,0,1,1,1,02/18/10 05:52 AM,46.0,967.5,97.73,0.06,976.0,0.49,0.04
9274,f680792c707fafceecafa42020292e9a,is sat in the delphinium wating for the resit joy,4.55,2.15,3.25,3.2,4.9,1,0,0,0,1,08/24/09 12:30 PM,405.0,78205.0,96.07,0.01,81253.0,0.5,0.01
9275,f680792c707fafceecafa42020292e9a,bored,4.55,2.15,3.25,3.2,4.9,1,0,0,0,1,08/04/09 04:04 AM,405.0,78205.0,96.07,0.01,81253.0,0.5,0.01
9276,f680792c707fafceecafa42020292e9a,assebmler has been defeted,4.55,2.15,3.25,3.2,4.9,1,0,0,0,1,11/17/09 10:29 PM,405.0,78205.0,96.07,0.01,81253.0,0.5,0.01
9277,f680792c707fafceecafa42020292e9a,something must be done,4.55,2.15,3.25,3.2,4.9,1,0,0,0,1,06/16/09 06:19 AM,405.0,78205.0,96.07,0.01,81253.0,0.5,0.01
9278,f680792c707fafceecafa42020292e9a,its nearly over sleep soon,4.55,2.15,3.25,3.2,4.9,1,0,0,0,1,09/02/09 05:06 AM,405.0,78205.0,96.07,0.01,81253.0,0.5,0.01
9279,7938e0ab2768b67f6375eabcfefff5e1,textbook week argh,2.5,3.5,3.75,3.0,4.5,0,1,1,0,1,08/21/09 08:13 PM,381.0,68247.6,94.78,0.03,70505.0,0.49,0.16
9280,7938e0ab2768b67f6375eabcfefff5e1,still recovering look like big,2.5,3.5,3.75,3.0,4.5,0,1,1,0,1,09/12/09 05:14 PM,381.0,68247.6,94.78,0.03,70505.0,0.49,0.16
9281,7938e0ab2768b67f6375eabcfefff5e1,can read with his right eye now no worries,2.5,3.5,3.75,3.0,4.5,0,1,1,0,1,09/15/09 09:13 PM,381.0,68247.6,94.78,0.03,70505.0,0.49,0.16
